tweet_id,text,Bag_of_Words
1016,RT @LootenantDans7: The University is 100% protected from COVID-19 thanks to Duo Two-Factor Authorization,"{'is': 1, '100': 1, 'protected': 1, 'covid19': 1, 'thanks': 1, 'rt': 1, 'authorization': 1, 'to': 1, 'lootenantdans7': 1, 'twofactor': 1, 'university': 1, 'from': 1, 'duo': 1, 'the': 1}"
1238,RT @RaoMlc: I raised the issue of establishing an women university in Hyderabad during the discussion on budget in the council. Opposed giv,"{'giv': 1, 'in': 2, 'women': 1, 'raomlc': 1, 'opposed': 1, 'rt': 1, 'council': 1, 'i': 1, 'issue': 1, 'establishing': 1, 'on': 1, 'raised': 1, 'university': 1, 'budget': 1, 'an': 1, 'discussion': 1, 'hyderabad': 1, 'during': 1, 'of': 1, 'the': 3}"
1737,"JOB: Government Relations Assistant - Dalhousie University

https://t.co/8yvXFTXs2H","{'job': 1, 'assistant': 1, 'government': 1, 'university': 1, 'relations': 1, 'httpstco8yvxftxs2h': 1, 'dalhousie': 1}"
1777,"@srbaker Ed Broadbent was an honorary doctorate recipient and the keynote speaker when I graduated from Dalhousie University in 1990. Afterward he took the time to mingle at the reception, meet and chat with the grads, shake hands, and take photos. A great guy.","{'speaker': 1, 'recipient': 1, 'in': 1, 'guy': 1, 'hands': 1, 'srbaker': 1, 'shake': 1, 'ed': 1, 'a': 1, 'graduated': 1, 'afterward': 1, 'i': 1, 'broadbent': 1, 'to': 1, 'took': 1, 'chat': 1, 'was': 1, 'at': 1, 'take': 1, 'doctorate': 1, 'keynote': 1, 'he': 1, 'university': 1, 'with': 1, 'from': 1, 'honorary': 1, 'an': 1, 'meet': 1, 'dalhousie': 1, 'time': 1, 'reception': 1, 'mingle': 1, 'when': 1, 'great': 1, 'grads': 1, 'and': 3, 'photos': 1, '1990': 1, 'the': 4}"
1785,"Utility Worker - Housekeeping Services, Halifax - https://t.co/HvBK6ddP1L","{'services': 1, 'httpstcohvbk6ddp1l': 1, 'utility': 1, 'housekeeping': 1, 'halifax': 1, 'worker': 1}"
1795,@Halifax @summit1g Hell yeah. Summit is awesome.,"{'is': 1, 'awesome': 1, 'hell': 1, 'summit': 1, 'yeah': 1, 'summit1g': 1, 'halifax': 1}"
1810,"RT @Speirs_Official: You have the keys to my Viper for one day, what are you doing with it? 

        @ Halifa","{'for': 1, 'have': 1, 'are': 1, 'what': 1, 'it': 1, 'speirsofficial': 1, 'rt': 1, 'to': 1, 'you': 2, 'viper': 1, 'doing': 1, 'my': 1, 'with': 1, 'day': 1, 'halifa': 1, 'one': 1, 'keys': 1, 'the': 1}"
1935,@Halifax @summit1g Hahaha i cant stop watching his face its too good!!!,"{'his': 1, 'too': 1, 'watching': 1, 'good': 1, 'stop': 1, 'i': 1, 'face': 1, 'hahaha': 1, 'summit1g': 1, 'its': 1, 'halifax': 1, 'cant': 1}"
2373,"@JulieGlaser3 The Sobeys off of Larry Uteck Blvd here in Halifax. I stopped by to pick up some paper towel, but had no idea that its seemingly in the same hars-to-find category as toilet paper. ","{'in': 2, 'off': 1, 'uteck': 1, 'seemingly': 1, 'but': 1, 'sobeys': 1, 'up': 1, 'had': 1, 'idea': 1, 'toilet': 1, 'as': 1, 'julieglaser3': 1, 'i': 1, 'that': 1, 'larry': 1, 'to': 1, 'here': 1, 'blvd': 1, 'same': 1, 'by': 1, 'pick': 1, 'paper': 2, 'stopped': 1, 'category': 1, 'towel': 1, 'its': 1, 'harstofind': 1, 'halifax': 1, 'no': 1, 'some': 1, 'of': 1, 'the': 2}"
2715,"RT @MonaFortier: $50M: to support the Public Health Agency of Canadas COVID-19 communications and public education efforts.
 $500M to pr","{'health': 1, 'support': 1, '500m': 1, 'covid19': 1, 'agency': 1, 'efforts': 1, 'rt': 1, 'public': 2, '50m': 1, 'communications': 1, 'to': 2, 'monafortier': 1, 'education': 1, 'pr': 1, 'of': 1, 'and': 1, 'canadas': 1, 'the': 1}"
2849,"Native Tribes in Canada working with Cuba for their own health and education needs. #ADOS should also consider themselves as separate entities, nation-states within the US like Puerto Rico, Samoa and the US Virgin Islands regarding our own welfare. https://t.co/JfZNusaJcB","{'regarding': 1, 'health': 1, 'for': 1, 'working': 1, 'in': 1, 'httpstcojfznusajcb': 1, 'entities': 1, 'consider': 1, 'cuba': 1, 'own': 2, 'our': 1, 'native': 1, 'us': 2, 'within': 1, 'as': 1, 'puerto': 1, 'virgin': 1, 'canada': 1, 'tribes': 1, 'nationstates': 1, 'also': 1, 'education': 1, 'ados': 1, 'should': 1, 'samoa': 1, 'their': 1, 'with': 1, 'separate': 1, 'rico': 1, 'themselves': 1, 'needs': 1, 'islands': 1, 'like': 1, 'and': 2, 'welfare': 1, 'the': 2}"
2887,RT @CBCAlerts: Quebec Premier Francois Legault is asking all people returning from travel abroad to self-isolate for 14 days. This is manda,"{'for': 1, 'premier': 1, 'people': 1, 'this': 1, 'is': 2, 'legault': 1, 'manda': 1, 'selfisolate': 1, 'francois': 1, 'abroad': 1, 'all': 1, 'rt': 1, 'quebec': 1, 'to': 1, 'travel': 1, '14': 1, 'from': 1, 'returning': 1, 'cbcalerts': 1, 'asking': 1, 'days': 1}"
3287,"RT @AstronomerXI: @SpeedMediaGuy @CBinVAN @ErinOTooleMP They had Harper to compare him to, saw Scheer was more of the same but dumber, and","{'dumber': 1, 'but': 1, 'him': 1, 'had': 1, 'saw': 1, 'scheer': 1, 'rt': 1, 'they': 1, 'to': 2, 'was': 1, 'same': 1, 'cbinvan': 1, 'harper': 1, 'astronomerxi': 1, 'erinotoolemp': 1, 'more': 1, 'speedmediaguy': 1, 'compare': 1, 'of': 1, 'and': 1, 'the': 1}"
3433,Just like that canada has started the good news trend for #Coronavirus #Gocanada let's defeat this thing.,"{'for': 1, 'trend': 1, 'this': 1, 'lets': 1, 'good': 1, 'just': 1, 'thing': 1, 'has': 1, 'coronavirus': 1, 'canada': 1, 'that': 1, 'gocanada': 1, 'defeat': 1, 'news': 1, 'started': 1, 'like': 1, 'the': 1}"
3535,Our new education guide Residential Schools in Canada aims to raise awareness of the history of residential schools in Canada and bring to light the importance of education in the reconciliation process. Download the guide here for free:,"{'for': 1, 'schools': 2, 'aims': 1, 'in': 3, 'history': 1, 'guide': 2, 'process': 1, 'our': 1, 'reconciliation': 1, 'canada': 2, 'importance': 1, 'residential': 2, 'to': 2, 'awareness': 1, 'here': 1, 'raise': 1, 'education': 2, 'new': 1, 'bring': 1, 'light': 1, 'download': 1, 'of': 3, 'and': 1, 'free': 1, 'the': 4}"
3605,Canada PM Justin Trudeau's wife tests positive for coronavirus https://t.co/mqHBHZHq7T,"{'pm': 1, 'for': 1, 'tests': 1, 'coronavirus': 1, 'canada': 1, 'justin': 1, 'httpstcomqhbhzhq7t': 1, 'trudeaus': 1, 'positive': 1, 'wife': 1}"
3846,"BREAKING: B.C. is recommending against all travel outside of Canada, including the U.S. Anyone who travels outside of the country will be required to stay home from work and school for 14 days. https://t.co/t3pRiJkGvy","{'for': 1, 'school': 1, 'is': 1, 'breaking': 1, 'all': 1, 'outside': 2, 'us': 1, 'travels': 1, 'bc': 1, 'country': 1, 'canada': 1, 'work': 1, 'to': 1, 'home': 1, 'travel': 1, '14': 1, 'who': 1, 'will': 1, 'from': 1, 'anyone': 1, 'stay': 1, 'be': 1, 'required': 1, 'httpstcot3prijkgvy': 1, 'against': 1, 'recommending': 1, 'including': 1, 'of': 2, 'and': 1, 'days': 1, 'the': 2}"
4343,we at Da Crib University fr now.,"{'fr': 1, 'crib': 1, 'now': 1, 'at': 1, 'da': 1, 'university': 1, 'we': 1}"
4494,"Exposed by the DOJ.  James Patrick Lewis, a professor at the Dept of Physics of West Virginia University, lied about (failed to disclose) his participation in China's ""1000 Talent Plan"".  Chinese govmt hands him $143,000 stipend &amp; a research fund of $573,000 annually.  Treason! https://t.co/hSD56Wsqzj","{'573000': 1, 'stipend': 1, 'in': 1, 'his': 1, 'httpstcohsd56wsqzj': 1, 'hands': 1, 'research': 1, 'professor': 1, 'physics': 1, 'chinas': 1, 'him': 1, 'talent': 1, 'failed': 1, 'a': 2, 'dept': 1, 'lewis': 1, 'west': 1, 'amp': 1, 'patrick': 1, 'to': 1, 'exposed': 1, 'participation': 1, 'at': 1, 'doj': 1, 'by': 1, 'govmt': 1, 'lied': 1, 'university': 1, 'disclose': 1, 'treason': 1, 'james': 1, '143000': 1, 'virginia': 1, 'fund': 1, 'annually': 1, 'about': 1, '1000': 1, 'of': 3, 'plan': 1, 'chinese': 1, 'the': 2}"
4547,"Why isnt the MSM focusing on the more positive side of this?? 

Over 66,000 people have recovered from coronavirus around the world, according to Johns Hopkins University https://t.co/Wlhp0DC1Fd","{'side': 1, 'people': 1, 'this': 1, 'have': 1, 'why': 1, 'msm': 1, 'world': 1, 'recovered': 1, 'isnt': 1, 'coronavirus': 1, 'johns': 1, '66000': 1, 'to': 1, 'around': 1, 'over': 1, 'on': 1, 'focusing': 1, 'university': 1, 'from': 1, 'positive': 1, 'more': 1, 'according': 1, 'httpstcowlhp0dc1fd': 1, 'hopkins': 1, 'of': 1, 'the': 3}"
4585,"By 23, Makerere University had just paid me my intern facilitation fee of 386.000 UGx only. That's how rich i was ","{'facilitation': 1, '23': 1, 'had': 1, 'ugx': 1, 'just': 1, 'rich': 1, 'i': 1, '386000': 1, 'was': 1, 'how': 1, 'my': 1, 'paid': 1, 'me': 1, 'by': 1, 'thats': 1, 'university': 1, 'makerere': 1, 'intern': 1, 'of': 1, 'fee': 1, 'only': 1}"
4685,"Despite 40 elections and more than 150 years in Canadian Confederation, only 50 women have been elected as members of the Nova Scotia Legislature.

A pair of students at Dalhousie University are hoping to inspire more women to run for office.
 
https://t.co/3MXWcqGP06","{'for': 1, 'despite': 1, 'years': 1, 'in': 1, 'women': 2, 'have': 1, 'are': 1, 'elections': 1, '40': 1, 'than': 1, 'students': 1, 'inspire': 1, '50': 1, 'run': 1, 'httpstco3mxwcqgp06': 1, 'a': 1, 'office': 1, 'as': 1, 'to': 2, 'legislature': 1, 'at': 1, 'been': 1, 'canadian': 1, 'university': 1, 'members': 1, 'dalhousie': 1, 'pair': 1, 'confederation': 1, 'nova': 1, 'more': 2, 'elected': 1, '150': 1, 'scotia': 1, 'of': 2, 'and': 1, 'hoping': 1, 'the': 1, 'only': 1}"
4882,The 2020 Halifax St. Patricks Day Parade has been cancelled,"{'st': 1, '2020': 1, 'patricks': 1, 'has': 1, 'cancelled': 1, 'been': 1, 'halifax': 1, 'parade': 1, 'day': 1, 'the': 1}"
4890,"#Halifax #YHZ, remember Hurricane Dorian &amp; the impacts it had on the poor, disabled &amp; elderly? More disasters &amp; crises, such as #covid_19 are looming &amp; we need to collectively prepare

It doesnt take much to reach out to ur neighbours. Organize ur neighbourhood! DM for template. https://t.co/UcSi3rlTdL","{'for': 1, 'reach': 1, 'are': 1, 'covid19': 1, 'dorian': 1, 'yhz': 1, 'remember': 1, 'httpstcoucsi3rltdl': 1, 'crises': 1, 'organize': 1, 'had': 1, 'prepare': 1, 'disasters': 1, 'it': 2, 'as': 1, 'collectively': 1, 'impacts': 1, 'such': 1, 'amp': 4, 'out': 1, 'to': 3, 'ur': 2, 'looming': 1, 'doesnt': 1, 'need': 1, 'on': 1, 'poor': 1, 'take': 1, 'much': 1, 'dm': 1, 'template': 1, 'disabled': 1, 'more': 1, 'halifax': 1, 'neighbours': 1, 'neighbourhood': 1, 'we': 1, 'elderly': 1, 'hurricane': 1, 'the': 2}"
4903,"Halifax councillors had the chance to protect 17 unregistered heritage buildings, creating three new heritage streetscapes.

They protected zero.

https://t.co/D1B9i5gwCH","{'buildings': 1, 'protected': 1, 'three': 1, 'zero': 1, 'had': 1, 'httpstcod1b9i5gwch': 1, 'they': 1, 'to': 1, 'streetscapes': 1, '17': 1, 'chance': 1, 'new': 1, 'unregistered': 1, 'councillors': 1, 'creating': 1, 'protect': 1, 'halifax': 1, 'heritage': 2, 'the': 1}"
4967,"#Halifax #YHZ, remember Hurricane Dorian &amp; the impacts it had on the poor, disabled &amp; elderly? More disasters &amp; crises, such as #covid_19 are looming &amp; we need to collectively prepare

It doesnt take much to reach out to ur neighbours. Organize ur neighbourhood! DM for template. https://t.co/UcSi3rlTdL","{'for': 1, 'reach': 1, 'are': 1, 'covid19': 1, 'dorian': 1, 'yhz': 1, 'remember': 1, 'httpstcoucsi3rltdl': 1, 'crises': 1, 'organize': 1, 'had': 1, 'prepare': 1, 'disasters': 1, 'it': 2, 'as': 1, 'collectively': 1, 'impacts': 1, 'such': 1, 'amp': 4, 'out': 1, 'to': 3, 'ur': 2, 'looming': 1, 'doesnt': 1, 'need': 1, 'on': 1, 'poor': 1, 'take': 1, 'much': 1, 'dm': 1, 'template': 1, 'disabled': 1, 'more': 1, 'halifax': 1, 'neighbours': 1, 'neighbourhood': 1, 'we': 1, 'elderly': 1, 'hurricane': 1, 'the': 2}"
5296,Quebec Premier Francois Legault is asking all people returning from travel abroad to self-isolate for 14 days. This is mandatory for public sector employees in the health and education systems. The province is also banning events with more than 250 people. https://t.co/ey2DtcZVbp,"{'health': 1, 'for': 2, 'premier': 1, 'people': 2, 'this': 1, 'in': 1, 'is': 3, 'legault': 1, 'than': 1, 'mandatory': 1, 'selfisolate': 1, 'francois': 1, 'abroad': 1, 'systems': 1, '250': 1, 'all': 1, 'employees': 1, 'public': 1, 'sector': 1, 'banning': 1, 'quebec': 1, 'to': 1, 'travel': 1, 'also': 1, 'education': 1, '14': 1, 'with': 1, 'from': 1, 'province': 1, 'httpstcoey2dtczvbp': 1, 'returning': 1, 'more': 1, 'asking': 1, 'events': 1, 'and': 1, 'days': 1, 'the': 2}"
95,"RT @lufthansaNews: Lufthansa Group Airlines continue to fly to the USA: a special flight schedule will be available soon. Chicago, Newark &amp;","{'newark': 1, 'lufthansanews': 1, 'soon': 1, 'flight': 1, 'a': 1, 'chicago': 1, 'rt': 1, 'airlines': 1, 'amp': 1, 'to': 2, 'lufthansa': 1, 'usa': 1, 'will': 1, 'schedule': 1, 'available': 1, 'be': 1, 'special': 1, 'fly': 1, 'group': 1, 'continue': 1, 'the': 1}"
227,"@JustinTrudeau be strong for your citizens. Your wife will definitely come out stronger from this. Our prayers are behind you and your family. 

God bless Canada for ever more.","{'behind': 1, 'for': 2, 'this': 1, 'your': 3, 'are': 1, 'god': 1, 'our': 1, 'bless': 1, 'strong': 1, 'come': 1, 'canada': 1, 'citizens': 1, 'prayers': 1, 'out': 1, 'you': 1, 'justintrudeau': 1, 'will': 1, 'from': 1, 'be': 1, 'stronger': 1, 'more': 1, 'wife': 1, 'family': 1, 'and': 1, 'ever': 1, 'definitely': 1}"
268,"RT @Reuters: Canadian Prime Minister Justin Trudeau will be in isolation for two weeks after his wife, Sophie, tested positive for coronavi","{'for': 2, 'coronavi': 1, 'in': 1, 'his': 1, 'weeks': 1, 'trudeau': 1, 'two': 1, 'minister': 1, 'isolation': 1, 'rt': 1, 'reuters': 1, 'canadian': 1, 'after': 1, 'justin': 1, 'will': 1, 'sophie': 1, 'tested': 1, 'be': 1, 'positive': 1, 'wife': 1, 'prime': 1}"
562,RT @business: Canadian PM Trudeaus wife Sophietests positive for coronavirus https://t.co/ubPBgUb7QM via @AP,"{'pm': 1, 'for': 1, 'business': 1, 'httpstcoubpbgub7qm': 1, 'sophietests': 1, 'ap': 1, 'rt': 1, 'coronavirus': 1, 'canadian': 1, 'via': 1, 'trudeaus': 1, 'positive': 1, 'wife': 1}"
589,"RT @bestforextrades: @CanadaCameroon Canada what do you say about the #GenocideInSouthernCameroons?
#NgarbuhMassacre where children and wom","{'genocideinsoutherncameroons': 1, 'children': 1, 'what': 1, 'do': 1, 'rt': 1, 'canada': 1, 'you': 1, 'canadacameroon': 1, 'bestforextrades': 1, 'ngarbuhmassacre': 1, 'wom': 1, 'say': 1, 'where': 1, 'about': 1, 'and': 1, 'the': 1}"
699,"RT @anthonyfurey: There are still 1,000 people a month crossing illegally into Canada at Roxham Road. It should be plain obvious right now,","{'people': 1, 'are': 1, 'illegally': 1, 'obvious': 1, 'it': 1, 'a': 1, 'rt': 1, 'canada': 1, 'now': 1, 'there': 1, 'at': 1, 'should': 1, 'still': 1, 'roxham': 1, 'plain': 1, 'be': 1, 'into': 1, 'anthonyfurey': 1, 'road': 1, '1000': 1, 'crossing': 1, 'right': 1, 'month': 1}"
925,RT @LootenantDans7: The University is 100% protected from COVID-19 thanks to Duo Two-Factor Authorization,"{'is': 1, '100': 1, 'protected': 1, 'covid19': 1, 'thanks': 1, 'rt': 1, 'authorization': 1, 'to': 1, 'lootenantdans7': 1, 'twofactor': 1, 'university': 1, 'from': 1, 'duo': 1, 'the': 1}"
1246,"In Canada , this virus is at the feet of the liberal government , the nurses and doctors , the scientists and all the college and university students ! We pump money into them continually! Its time for them to earn their keep ! @DrJacobsRad @TheRealKeean @SpencerFernando","{'for': 1, 'therealkeean': 1, 'this': 1, 'in': 1, 'drjacobsrad': 1, 'is': 1, 'spencerfernando': 1, 'continually': 1, 'students': 1, 'keep': 1, 'all': 1, 'feet': 1, 'doctors': 1, 'canada': 1, 'pump': 1, 'to': 1, 'nurses': 1, 'virus': 1, 'at': 1, 'government': 1, 'them': 2, 'university': 1, 'their': 1, 'money': 1, 'its': 1, 'scientists': 1, 'into': 1, 'time': 1, 'liberal': 1, 'we': 1, 'college': 1, 'of': 1, 'and': 3, 'earn': 1, 'the': 5}"
1553,"RT @lietzan: My spouse pointed out, when I wondered whether Zoom could handle every university class in the country, that I could always sw","{'in': 1, 'whether': 1, 'spouse': 1, 'every': 1, 'rt': 1, 'country': 1, 'i': 2, 'that': 1, 'out': 1, 'lietzan': 1, 'my': 1, 'wondered': 1, 'university': 1, 'could': 2, 'class': 1, 'sw': 1, 'pointed': 1, 'always': 1, 'when': 1, 'zoom': 1, 'handle': 1, 'the': 1}"
1833,@thehighbutton Hey guys. I had a great time talking to you. Keep doing what you love. Good things to come. See you soon. #halifax #contentcreators #HFXThunderbirds #onedayatatime,"{'guys': 1, 'soon': 1, 'what': 1, 'good': 1, 'contentcreators': 1, 'keep': 1, 'had': 1, 'a': 1, 'onedayatatime': 1, 'come': 1, 'i': 1, 'to': 2, 'you': 3, 'talking': 1, 'doing': 1, 'thehighbutton': 1, 'hfxthunderbirds': 1, 'things': 1, 'love': 1, 'time': 1, 'halifax': 1, 'see': 1, 'great': 1, 'hey': 1}"
2176,RT @AsianExpressUK: Hundreds of school children from #HalifaxAcademy carried out angry protests today over the suspension of a much-loved P,"{'school': 1, 'children': 1, 'carried': 1, 'hundreds': 1, 'halifaxacademy': 1, 'angry': 1, 'muchloved': 1, 'a': 1, 'rt': 1, 'protests': 1, 'out': 1, 'over': 1, 'p': 1, 'from': 1, 'suspension': 1, 'asianexpressuk': 1, 'of': 2, 'today': 1, 'the': 1}"
2297,@Sportsnet U Sport mens championship is going in Halifax...sportsnet should broadcast some games.,"{'in': 1, 'is': 1, 'going': 1, 'u': 1, 'championship': 1, 'sportsnet': 1, 'sport': 1, 'broadcast': 1, 'should': 1, 'mens': 1, 'halifaxsportsnet': 1, 'some': 1, 'games': 1}"
2796,RT @HistoricaCanada: Discover how residential schools continue to affect Indigenous communities in the present day in our revamped Residen,"{'schools': 1, 'in': 2, 'our': 1, 'historicacanada': 1, 'present': 1, 'rt': 1, 'affect': 1, 'residential': 1, 'to': 1, 'discover': 1, 'how': 1, 'revamped': 1, 'communities': 1, 'residen': 1, 'day': 1, 'continue': 1, 'indigenous': 1, 'the': 1}"
2924,RT @CBCAlerts: Quebec Premier Francois Legault is asking all people returning from travel abroad to self-isolate for 14 days. This is manda,"{'for': 1, 'premier': 1, 'people': 1, 'this': 1, 'is': 2, 'legault': 1, 'manda': 1, 'selfisolate': 1, 'francois': 1, 'abroad': 1, 'all': 1, 'rt': 1, 'quebec': 1, 'to': 1, 'travel': 1, '14': 1, 'from': 1, 'returning': 1, 'cbcalerts': 1, 'asking': 1, 'days': 1}"
3098,RT @HistoricaCanada: Our revamped education guide Residential Schools in Canada aims to raise awareness of the history of residential sch,"{'schools': 1, 'aims': 1, 'in': 1, 'history': 1, 'guide': 1, 'our': 1, 'historicacanada': 1, 'rt': 1, 'canada': 1, 'residential': 2, 'to': 1, 'awareness': 1, 'raise': 1, 'education': 1, 'revamped': 1, 'sch': 1, 'of': 2, 'the': 1}"
3436,"Congrats to @ShawnMendes &amp; @Camila_Cabello for ""Seorita"" being named the #3 best selling global single of 2019. The collaboration is their second &amp; reached #1 on the Billboard Hot 100 and 35 other countries including the UK, Australia &amp; Canada! https://t.co/snnMnbRosq","{'for': 1, 'collaboration': 1, 'is': 1, '100': 1, 'billboard': 1, 'uk': 1, 'seorita': 1, 'best': 1, '35': 1, 'httpstcosnnmnbrosq': 1, 'amp': 3, 'canada': 1, 'named': 1, 'to': 1, '2019': 1, 'single': 1, 'countries': 1, 'global': 1, 'second': 1, '1': 1, 'on': 1, 'being': 1, 'reached': 1, 'their': 1, 'selling': 1, 'shawnmendes': 1, 'hot': 1, 'australia': 1, '3': 1, 'camilacabello': 1, 'including': 1, 'congrats': 1, 'other': 1, 'of': 1, 'and': 1, 'the': 4}"
3444,"BREAKING: Sophie Trudeau, wife of Canada's PM, tests positive for coronavirus.","{'pm': 1, 'for': 1, 'breaking': 1, 'trudeau': 1, 'tests': 1, 'coronavirus': 1, 'sophie': 1, 'positive': 1, 'wife': 1, 'of': 1, 'canadas': 1}"
3574,can you believe I left canada for this shit,"{'for': 1, 'this': 1, 'left': 1, 'canada': 1, 'i': 1, 'you': 1, 'believe': 1, 'can': 1, 'shit': 1}"
3861,"Is this our future?
A test run of agenda 2030?
Empty stadiums for sports?
Limited travel?
No large gatherings?
Rationed &amp; short supplies of food and household items?
No work? 
If we don't fight for our sovereignty, and put Canada first, we will be eating bugs, living in pods.#ppc","{'for': 2, 'test': 1, 'this': 1, 'in': 1, 'is': 1, '2030': 1, 'empty': 1, 'future': 1, 'if': 1, 'our': 2, 'limited': 1, 'short': 1, 'run': 1, 'sovereignty': 1, 'items': 1, 'podsppc': 1, 'a': 1, 'dont': 1, 'sports': 1, 'amp': 1, 'canada': 1, 'work': 1, 'gatherings': 1, 'travel': 1, 'bugs': 1, 'food': 1, 'will': 1, 'agenda': 1, 'eating': 1, 'first': 1, 'fight': 1, 'put': 1, 'be': 1, 'supplies': 1, 'large': 1, 'household': 1, 'no': 2, 'we': 2, 'of': 2, 'and': 2, 'stadiums': 1, 'rationed': 1, 'living': 1}"
